hname,City,State,year,rate,group_2013,group_2014,group_2015,group_2016,group_2017,stategroup,stateorder
SANFORD MEDICAL CENTER BISMARCK,BISMARCK,ND,FY2015,0,1,1,0,1,1,2,7
SANFORD MEDICAL CENTER BISMARCK,BISMARCK,ND,FY2016,0.32,1,1,0,1,1,2,7
SANFORD MEDICAL CENTER BISMARCK,BISMARCK,ND,FY2017,0.34,1,1,0,1,1,2,7
SANFORD MEDICAL CENTER FARGO,FARGO,ND,FY2013,0,0,0,0,0,0,2,7
SANFORD MEDICAL CENTER FARGO,FARGO,ND,FY2014,0,0,0,0,0,0,2,7
SANFORD MEDICAL CENTER FARGO,FARGO,ND,FY2015,0,0,0,0,0,0,2,7
SANFORD MEDICAL CENTER FARGO,FARGO,ND,FY2016,0,0,0,0,0,0,2,7
SANFORD MEDICAL CENTER FARGO,FARGO,ND,FY2017,0,0,0,0,0,0,2,7
ST ALEXIUS MEDICAL CENTER,BISMARCK,ND,FY2013,0,0,0,0,0,0,2,7
ST ALEXIUS MEDICAL CENTER,BISMARCK,ND,FY2014,0,0,0,0,0,0,2,7
ST ALEXIUS MEDICAL CENTER,BISMARCK,ND,FY2015,0,0,0,0,0,0,2,7
ST ALEXIUS MEDICAL CENTER,BISMARCK,ND,FY2016,0,0,0,0,0,0,2,7
ST ALEXIUS MEDICAL CENTER,BISMARCK,ND,FY2017,0,0,0,0,0,0,2,7
STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL,FORT YATES,ND,FY2017,0,0,0,0,0,0,2,7
TRINITY HOSPITALS,MINOT,ND,FY2013,0.01,1,1,1,1,1,2,7
TRINITY HOSPITALS,MINOT,ND,FY2014,0.08,1,1,1,1,1,2,7
TRINITY HOSPITALS,MINOT,ND,FY2015,0.23,1,1,1,1,1,2,7
TRINITY HOSPITALS,MINOT,ND,FY2016,0.03,1,1,1,1,1,2,7
TRINITY HOSPITALS,MINOT,ND,FY2017,0.37,1,1,1,1,1,2,7
BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL,BELLEVUE,NE,FY2013,0.32,1,1,2,1,2,2,8
BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL,BELLEVUE,NE,FY2014,0.07,1,1,2,1,2,2,8
BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL,BELLEVUE,NE,FY2015,0.55,1,1,2,1,2,2,8
BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL,BELLEVUE,NE,FY2016,0.46,1,1,2,1,2,2,8
BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL,BELLEVUE,NE,FY2017,0.73,1,1,2,1,2,2,8
BRYAN MEDICAL CENTER,LINCOLN,NE,FY2013,0,0,0,0,0,1,2,8
BRYAN MEDICAL CENTER,LINCOLN,NE,FY2014,0,0,0,0,0,1,2,8
BRYAN MEDICAL CENTER,LINCOLN,NE,FY2015,0,0,0,0,0,1,2,8
BRYAN MEDICAL CENTER,LINCOLN,NE,FY2016,0,0,0,0,0,1,2,8
BRYAN MEDICAL CENTER,LINCOLN,NE,FY2017,0.06,0,0,0,0,1,2,8
CHI HEALTH GOOD SAMARITAN,KEARNEY,NE,FY2013,0,0,0,0,0,0,2,8
CHI HEALTH GOOD SAMARITAN,KEARNEY,NE,FY2014,0,0,0,0,0,0,2,8
CHI HEALTH GOOD SAMARITAN,KEARNEY,NE,FY2015,0,0,0,0,0,0,2,8
CHI HEALTH GOOD SAMARITAN,KEARNEY,NE,FY2016,0,0,0,0,0,0,2,8
CHI HEALTH GOOD SAMARITAN,KEARNEY,NE,FY2017,0,0,0,0,0,0,2,8
CHI HEALTH IMMANUEL,OMAHA,NE,FY2013,0.11,1,1,1,1,1,2,8
CHI HEALTH IMMANUEL,OMAHA,NE,FY2014,0.14,1,1,1,1,1,2,8
CHI HEALTH IMMANUEL,OMAHA,NE,FY2015,0.21,1,1,1,1,1,2,8
CHI HEALTH IMMANUEL,OMAHA,NE,FY2016,0.15,1,1,1,1,1,2,8
CHI HEALTH IMMANUEL,OMAHA,NE,FY2017,0.06,1,1,1,1,1,2,8
CHI HEALTH LAKESIDE,OMAHA,NE,FY2013,0.01,1,1,1,1,1,2,8
CHI HEALTH LAKESIDE,OMAHA,NE,FY2014,0.03,1,1,1,1,1,2,8
CHI HEALTH LAKESIDE,OMAHA,NE,FY2015,0.06,1,1,1,1,1,2,8
CHI HEALTH LAKESIDE,OMAHA,NE,FY2016,0.13,1,1,1,1,1,2,8
CHI HEALTH LAKESIDE,OMAHA,NE,FY2017,0.34,1,1,1,1,1,2,8
CHI HEALTH MIDLANDS,PAPILLION,NE,FY2013,1,2,0,1,1,1,2,8
CHI HEALTH MIDLANDS,PAPILLION,NE,FY2014,0,2,0,1,1,1,2,8
CHI HEALTH MIDLANDS,PAPILLION,NE,FY2015,0.04,2,0,1,1,1,2,8
CHI HEALTH MIDLANDS,PAPILLION,NE,FY2016,0.38,2,0,1,1,1,2,8
CHI HEALTH MIDLANDS,PAPILLION,NE,FY2017,0.24,2,0,1,1,1,2,8
CHI HEALTH NEBRASKA HEART,LINCOLN,NE,FY2013,0,0,0,0,0,0,2,8
CHI HEALTH NEBRASKA HEART,LINCOLN,NE,FY2014,0,0,0,0,0,0,2,8
CHI HEALTH NEBRASKA HEART,LINCOLN,NE,FY2015,0,0,0,0,0,0,2,8
CHI HEALTH NEBRASKA HEART,LINCOLN,NE,FY2016,0,0,0,0,0,0,2,8
CHI HEALTH NEBRASKA HEART,LINCOLN,NE,FY2017,0,0,0,0,0,0,2,8
CHI HEALTH ST ELIZABETH,LINCOLN,NE,FY2013,0.6,2,1,0,0,0,2,8
CHI HEALTH ST ELIZABETH,LINCOLN,NE,FY2014,0.07,2,1,0,0,0,2,8
CHI HEALTH ST ELIZABETH,LINCOLN,NE,FY2015,0,2,1,0,0,0,2,8
CHI HEALTH ST ELIZABETH,LINCOLN,NE,FY2016,0,2,1,0,0,0,2,8
CHI HEALTH ST ELIZABETH,LINCOLN,NE,FY2017,0,2,1,0,0,0,2,8
CHI HEALTH ST FRANCIS,GRAND ISLAND,NE,FY2013,0,0,1,1,1,0,2,8
CHI HEALTH ST FRANCIS,GRAND ISLAND,NE,FY2014,0.09,0,1,1,1,0,2,8
CHI HEALTH ST FRANCIS,GRAND ISLAND,NE,FY2015,0.08,0,1,1,1,0,2,8
CHI HEALTH ST FRANCIS,GRAND ISLAND,NE,FY2016,0.03,0,1,1,1,0,2,8
CHI HEALTH ST FRANCIS,GRAND ISLAND,NE,FY2017,0,0,1,1,1,0,2,8
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,OMAHA,NE,FY2013,0.01,1,1,1,1,1,2,8
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,OMAHA,NE,FY2014,0.07,1,1,1,1,1,2,8
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,OMAHA,NE,FY2015,0.11,1,1,1,1,1,2,8
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,OMAHA,NE,FY2016,0.07,1,1,1,1,1,2,8
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,OMAHA,NE,FY2017,0.07,1,1,1,1,1,2,8
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,OMAHA,NE,FY2013,0.03,1,0,1,1,0,2,8
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,OMAHA,NE,FY2014,0,1,0,1,1,0,2,8
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,OMAHA,NE,FY2015,0.01,1,0,1,1,0,2,8
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,OMAHA,NE,FY2016,0.01,1,0,1,1,0,2,8
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,OMAHA,NE,FY2017,0,1,0,1,1,0,2,8
COLUMBUS COMMUNITY HOSPITAL,COLUMBUS,NE,FY2013,0.11,1,1,4,3,1,2,8
COLUMBUS COMMUNITY HOSPITAL,COLUMBUS,NE,FY2014,0.15,1,1,4,3,1,2,8
COLUMBUS COMMUNITY HOSPITAL,COLUMBUS,NE,FY2015,1.9,1,1,4,3,1,2,8
COLUMBUS COMMUNITY HOSPITAL,COLUMBUS,NE,FY2016,1.29,1,1,4,3,1,2,8
COLUMBUS COMMUNITY HOSPITAL,COLUMBUS,NE,FY2017,0.34,1,1,4,3,1,2,8
FAITH REGIONAL HEALTH SERVICES,NORFOLK,NE,FY2013,0,0,0,0,0,0,2,8
FAITH REGIONAL HEALTH SERVICES,NORFOLK,NE,FY2014,0,0,0,0,0,0,2,8
FAITH REGIONAL HEALTH SERVICES,NORFOLK,NE,FY2015,0,0,0,0,0,0,2,8
FAITH REGIONAL HEALTH SERVICES,NORFOLK,NE,FY2016,0,0,0,0,0,0,2,8
FAITH REGIONAL HEALTH SERVICES,NORFOLK,NE,FY2017,0,0,0,0,0,0,2,8
FREMONT HEALTH MEDICAL CENTER,FREMONT,NE,FY2013,0,0,0,0,2,2,2,8
FREMONT HEALTH MEDICAL CENTER,FREMONT,NE,FY2014,0,0,0,0,2,2,2,8
FREMONT HEALTH MEDICAL CENTER,FREMONT,NE,FY2015,0,0,0,0,2,2,2,8
FREMONT HEALTH MEDICAL CENTER,FREMONT,NE,FY2016,0.78,0,0,0,2,2,2,8
FREMONT HEALTH MEDICAL CENTER,FREMONT,NE,FY2017,0.55,0,0,0,2,2,2,8
GREAT PLAINS HEALTH,NORTH PLATTE,NE,FY2013,0.47,1,1,1,1,1,2,8
GREAT PLAINS HEALTH,NORTH PLATTE,NE,FY2014,0.08,1,1,1,1,1,2,8
GREAT PLAINS HEALTH,NORTH PLATTE,NE,FY2015,0.08,1,1,1,1,1,2,8
GREAT PLAINS HEALTH,NORTH PLATTE,NE,FY2016,0.08,1,1,1,1,1,2,8
GREAT PLAINS HEALTH,NORTH PLATTE,NE,FY2017,0.13,1,1,1,1,1,2,8
KEARNEY REGIONAL MEDICAL CENTER,KEARNEY,NE,FY2016,0,0,0,0,0,5,2,8
KEARNEY REGIONAL MEDICAL CENTER,KEARNEY,NE,FY2017,2.22,0,0,0,0,5,2,8
LINCOLN SURGICAL HOSPITAL,LINCOLN,NE,FY2013,0,0,0,0,0,0,2,8
LINCOLN SURGICAL HOSPITAL,LINCOLN,NE,FY2014,0,0,0,0,0,0,2,8
LINCOLN SURGICAL HOSPITAL,LINCOLN,NE,FY2015,0,0,0,0,0,0,2,8
LINCOLN SURGICAL HOSPITAL,LINCOLN,NE,FY2016,0,0,0,0,0,0,2,8
LINCOLN SURGICAL HOSPITAL,LINCOLN,NE,FY2017,0,0,0,0,0,0,2,8
MARY LANNING HEALTHCARE,HASTINGS,NE,FY2013,0,0,0,1,0,0,2,8
MARY LANNING HEALTHCARE,HASTINGS,NE,FY2014,0,0,0,1,0,0,2,8
MARY LANNING HEALTHCARE,HASTINGS,NE,FY2015,0.02,0,0,1,0,0,2,8
MARY LANNING HEALTHCARE,HASTINGS,NE,FY2016,0,0,0,1,0,0,2,8
MARY LANNING HEALTHCARE,HASTINGS,NE,FY2017,0,0,0,1,0,0,2,8
METHODIST HOSPITAL,OMAHA,NE,FY2013,0.42,1,1,1,1,1,2,8
METHODIST HOSPITAL,OMAHA,NE,FY2014,0.13,1,1,1,1,1,2,8
METHODIST HOSPITAL,OMAHA,NE,FY2015,0.37,1,1,1,1,1,2,8
METHODIST HOSPITAL,OMAHA,NE,FY2016,0.14,1,1,1,1,1,2,8
METHODIST HOSPITAL,OMAHA,NE,FY2017,0.31,1,1,1,1,1,2,8
MIDWEST SURGICAL HOSPITAL LLC,OMAHA,NE,FY2013,0,0,0,0,3,4,2,8
MIDWEST SURGICAL HOSPITAL LLC,OMAHA,NE,FY2014,0,0,0,0,3,4,2,8
MIDWEST SURGICAL HOSPITAL LLC,OMAHA,NE,FY2015,0,0,0,0,3,4,2,8
MIDWEST SURGICAL HOSPITAL LLC,OMAHA,NE,FY2016,1.06,0,0,0,3,4,2,8
MIDWEST SURGICAL HOSPITAL LLC,OMAHA,NE,FY2017,1.72,0,0,0,3,4,2,8
NEBRASKA ORTHOPAEDIC HOSPITAL,OMAHA,NE,FY2013,0,0,0,0,0,0,2,8
NEBRASKA ORTHOPAEDIC HOSPITAL,OMAHA,NE,FY2014,0,0,0,0,0,0,2,8
NEBRASKA ORTHOPAEDIC HOSPITAL,OMAHA,NE,FY2015,0,0,0,0,0,0,2,8
NEBRASKA ORTHOPAEDIC HOSPITAL,OMAHA,NE,FY2016,0,0,0,0,0,0,2,8
NEBRASKA ORTHOPAEDIC HOSPITAL,OMAHA,NE,FY2017,0,0,0,0,0,0,2,8
"NEBRASKA SPINE HOSPITAL, LLC",OMAHA,NE,FY2013,0,0,0,0,0,0,2,8
"NEBRASKA SPINE HOSPITAL, LLC",OMAHA,NE,FY2014,0,0,0,0,0,0,2,8
"NEBRASKA SPINE HOSPITAL, LLC",OMAHA,NE,FY2015,0,0,0,0,0,0,2,8
"NEBRASKA SPINE HOSPITAL, LLC",OMAHA,NE,FY2016,0,0,0,0,0,0,2,8
"NEBRASKA SPINE HOSPITAL, LLC",OMAHA,NE,FY2017,0,0,0,0,0,0,2,8
REGIONAL WEST MEDICAL CENTER,SCOTTSBLUFF,NE,FY2013,0,0,0,2,2,1,2,8
REGIONAL WEST MEDICAL CENTER,SCOTTSBLUFF,NE,FY2014,0,0,0,2,2,1,2,8
REGIONAL WEST MEDICAL CENTER,SCOTTSBLUFF,NE,FY2015,0.8,0,0,2,2,1,2,8
REGIONAL WEST MEDICAL CENTER,SCOTTSBLUFF,NE,FY2016,0.76,0,0,2,2,1,2,8
REGIONAL WEST MEDICAL CENTER,SCOTTSBLUFF,NE,FY2017,0.28,0,0,2,2,1,2,8
THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE,OMAHA,NE,FY2013,0.38,1,1,1,1,1,2,8
THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE,OMAHA,NE,FY2014,0.05,1,1,1,1,1,2,8
THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE,OMAHA,NE,FY2015,0.04,1,1,1,1,1,2,8
THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE,OMAHA,NE,FY2016,0.17,1,1,1,1,1,2,8
THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE,OMAHA,NE,FY2017,0.2,1,1,1,1,1,2,8
CATHOLIC MEDICAL CENTER,MANCHESTER,NH,FY2013,0,0,0,0,1,1,0,5
CATHOLIC MEDICAL CENTER,MANCHESTER,NH,FY2014,0,0,0,0,1,1,0,5
CATHOLIC MEDICAL CENTER,MANCHESTER,NH,FY2015,0,0,0,0,1,1,0,5
CATHOLIC MEDICAL CENTER,MANCHESTER,NH,FY2016,0.25,0,0,0,1,1,0,5
CATHOLIC MEDICAL CENTER,MANCHESTER,NH,FY2017,0.04,0,0,0,1,1,0,5
CHESHIRE MEDICAL CENTER,KEENE,NH,FY2013,0.05,1,1,0,0,0,0,5
CHESHIRE MEDICAL CENTER,KEENE,NH,FY2014,0.07,1,1,0,0,0,0,5
CHESHIRE MEDICAL CENTER,KEENE,NH,FY2015,0,1,1,0,0,0,0,5
CHESHIRE MEDICAL CENTER,KEENE,NH,FY2016,0,1,1,0,0,0,0,5
CHESHIRE MEDICAL CENTER,KEENE,NH,FY2017,0,1,1,0,0,0,0,5
CONCORD HOSPITAL,CONCORD,NH,FY2013,0.05,1,1,1,1,0,0,5
CONCORD HOSPITAL,CONCORD,NH,FY2014,0.08,1,1,1,1,0,0,5
CONCORD HOSPITAL,CONCORD,NH,FY2015,0.12,1,1,1,1,0,0,5
CONCORD HOSPITAL,CONCORD,NH,FY2016,0.13,1,1,1,1,0,0,5
CONCORD HOSPITAL,CONCORD,NH,FY2017,0,1,1,1,1,0,0,5
ELLIOT HOSPITAL,MANCHESTER,NH,FY2013,0.09,1,1,2,1,2,0,5
ELLIOT HOSPITAL,MANCHESTER,NH,FY2014,0.16,1,1,2,1,2,0,5
ELLIOT HOSPITAL,MANCHESTER,NH,FY2015,0.57,1,1,2,1,2,0,5
ELLIOT HOSPITAL,MANCHESTER,NH,FY2016,0.32,1,1,2,1,2,0,5
ELLIOT HOSPITAL,MANCHESTER,NH,FY2017,0.53,1,1,2,1,2,0,5
EXETER HOSPITAL INC,EXETER,NH,FY2013,0,0,1,0,1,1,0,5
EXETER HOSPITAL INC,EXETER,NH,FY2014,0.01,0,1,0,1,1,0,5
EXETER HOSPITAL INC,EXETER,NH,FY2015,0,0,1,0,1,1,0,5
EXETER HOSPITAL INC,EXETER,NH,FY2016,0.16,0,1,0,1,1,0,5
EXETER HOSPITAL INC,EXETER,NH,FY2017,0.34,0,1,0,1,1,0,5
FRISBIE MEMORIAL HOSPITAL,ROCHESTER,NH,FY2013,0,0,0,2,2,1,0,5
FRISBIE MEMORIAL HOSPITAL,ROCHESTER,NH,FY2014,0,0,0,2,2,1,0,5
FRISBIE MEMORIAL HOSPITAL,ROCHESTER,NH,FY2015,0.67,0,0,2,2,1,0,5
FRISBIE MEMORIAL HOSPITAL,ROCHESTER,NH,FY2016,0.82,0,0,2,2,1,0,5
FRISBIE MEMORIAL HOSPITAL,ROCHESTER,NH,FY2017,0.04,0,0,2,2,1,0,5
LAKES REGION GENERAL HOSPITAL,LACONIA,NH,FY2013,0,0,0,1,1,1,0,5
LAKES REGION GENERAL HOSPITAL,LACONIA,NH,FY2014,0,0,0,1,1,1,0,5
LAKES REGION GENERAL HOSPITAL,LACONIA,NH,FY2015,0.22,0,0,1,1,1,0,5
LAKES REGION GENERAL HOSPITAL,LACONIA,NH,FY2016,0.39,0,0,1,1,1,0,5
LAKES REGION GENERAL HOSPITAL,LACONIA,NH,FY2017,0.21,0,0,1,1,1,0,5
MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,FY2013,0,0,0,0,0,0,0,5
MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,FY2014,0,0,0,0,0,0,0,5
MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,FY2015,0,0,0,0,0,0,0,5
MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,FY2016,0,0,0,0,0,0,0,5
MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,FY2017,0,0,0,0,0,0,0,5
PARKLAND MEDICAL CENTER,DERRY,NH,FY2013,0.19,1,1,1,2,2,0,5
PARKLAND MEDICAL CENTER,DERRY,NH,FY2014,0.49,1,1,1,2,2,0,5
PARKLAND MEDICAL CENTER,DERRY,NH,FY2015,0.48,1,1,1,2,2,0,5
PARKLAND MEDICAL CENTER,DERRY,NH,FY2016,0.9,1,1,1,2,2,0,5
PARKLAND MEDICAL CENTER,DERRY,NH,FY2017,0.74,1,1,1,2,2,0,5
PORTSMOUTH REGIONAL HOSPITAL,PORTSMOUTH,NH,FY2013,0.19,1,0,1,1,2,0,5
PORTSMOUTH REGIONAL HOSPITAL,PORTSMOUTH,NH,FY2014,0,1,0,1,1,2,0,5
PORTSMOUTH REGIONAL HOSPITAL,PORTSMOUTH,NH,FY2015,0.39,1,0,1,1,2,0,5
PORTSMOUTH REGIONAL HOSPITAL,PORTSMOUTH,NH,FY2016,0.25,1,0,1,1,2,0,5
PORTSMOUTH REGIONAL HOSPITAL,PORTSMOUTH,NH,FY2017,0.95,1,0,1,1,2,0,5
SOUTHERN NH MEDICAL CENTER,NASHUA,NH,FY2013,0.14,1,0,1,1,1,0,5
SOUTHERN NH MEDICAL CENTER,NASHUA,NH,FY2014,0,1,0,1,1,1,0,5
SOUTHERN NH MEDICAL CENTER,NASHUA,NH,FY2015,0.04,1,0,1,1,1,0,5
SOUTHERN NH MEDICAL CENTER,NASHUA,NH,FY2016,0.13,1,0,1,1,1,0,5
SOUTHERN NH MEDICAL CENTER,NASHUA,NH,FY2017,0.11,1,0,1,1,1,0,5
ST JOSEPH HOSPITAL,NASHUA,NH,FY2013,0.16,1,2,3,3,4,0,5
ST JOSEPH HOSPITAL,NASHUA,NH,FY2014,0.8,1,2,3,3,4,0,5
ST JOSEPH HOSPITAL,NASHUA,NH,FY2015,1.2,1,2,3,3,4,0,5
ST JOSEPH HOSPITAL,NASHUA,NH,FY2016,1.41,1,2,3,3,4,0,5
ST JOSEPH HOSPITAL,NASHUA,NH,FY2017,1.57,1,2,3,3,4,0,5
WENTWORTH-DOUGLASS HOSPITAL,DOVER,NH,FY2013,0.24,1,0,1,1,1,0,5
WENTWORTH-DOUGLASS HOSPITAL,DOVER,NH,FY2014,0,1,0,1,1,1,0,5
WENTWORTH-DOUGLASS HOSPITAL,DOVER,NH,FY2015,0.02,1,0,1,1,1,0,5
WENTWORTH-DOUGLASS HOSPITAL,DOVER,NH,FY2016,0.16,1,0,1,1,1,0,5
WENTWORTH-DOUGLASS HOSPITAL,DOVER,NH,FY2017,0.06,1,0,1,1,1,0,5
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,ATLANTIC CITY,NJ,FY2013,0.56,2,1,2,2,2,0,6
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,ATLANTIC CITY,NJ,FY2014,0.28,2,1,2,2,2,0,6
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,ATLANTIC CITY,NJ,FY2015,0.61,2,1,2,2,2,0,6
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,ATLANTIC CITY,NJ,FY2016,0.65,2,1,2,2,2,0,6
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,ATLANTIC CITY,NJ,FY2017,0.61,2,1,2,2,2,0,6
BAYSHORE COMMUNITY HOSPITAL,HOLMDEL,NJ,FY2013,1,2,2,2,2,1,0,6
BAYSHORE COMMUNITY HOSPITAL,HOLMDEL,NJ,FY2014,0.62,2,2,2,2,1,0,6
BAYSHORE COMMUNITY HOSPITAL,HOLMDEL,NJ,FY2015,0.9,2,2,2,2,1,0,6
BAYSHORE COMMUNITY HOSPITAL,HOLMDEL,NJ,FY2016,0.9,2,2,2,2,1,0,6
BAYSHORE COMMUNITY HOSPITAL,HOLMDEL,NJ,FY2017,0.28,2,2,2,2,1,0,6
BERGEN REGIONAL MEDICAL CENTER,PARAMUS,NJ,FY2013,0.39,1,1,1,0,1,0,6
BERGEN REGIONAL MEDICAL CENTER,PARAMUS,NJ,FY2014,0.39,1,1,1,0,1,0,6
BERGEN REGIONAL MEDICAL CENTER,PARAMUS,NJ,FY2015,0.03,1,1,1,0,1,0,6
BERGEN REGIONAL MEDICAL CENTER,PARAMUS,NJ,FY2016,0,1,1,1,0,1,0,6
BERGEN REGIONAL MEDICAL CENTER,PARAMUS,NJ,FY2017,0.24,1,1,1,0,1,0,6
CAPE REGIONAL MEDICAL CENTER INC,CAPE MAY COURT HOUSE,NJ,FY2013,0.63,2,1,1,1,1,0,6
CAPE REGIONAL MEDICAL CENTER INC,CAPE MAY COURT HOUSE,NJ,FY2014,0.5,2,1,1,1,1,0,6
CAPE REGIONAL MEDICAL CENTER INC,CAPE MAY COURT HOUSE,NJ,FY2015,0.05,2,1,1,1,1,0,6
CAPE REGIONAL MEDICAL CENTER INC,CAPE MAY COURT HOUSE,NJ,FY2016,0.12,2,1,1,1,1,0,6
CAPE REGIONAL MEDICAL CENTER INC,CAPE MAY COURT HOUSE,NJ,FY2017,0.45,2,1,1,1,1,0,6
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,PENNINGTON,NJ,FY2013,0.5,1,1,4,4,2,0,6
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,PENNINGTON,NJ,FY2014,0.27,1,1,4,4,2,0,6
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,PENNINGTON,NJ,FY2015,1.74,1,1,4,4,2,0,6
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,PENNINGTON,NJ,FY2016,1.77,1,1,4,4,2,0,6
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,PENNINGTON,NJ,FY2017,0.91,1,1,4,4,2,0,6
CAPITAL HEALTH SYSTEM-FULD CAMPUS,TRENTON,NJ,FY2013,0.36,1,1,2,2,2,0,6
CAPITAL HEALTH SYSTEM-FULD CAMPUS,TRENTON,NJ,FY2014,0.44,1,1,2,2,2,0,6
CAPITAL HEALTH SYSTEM-FULD CAMPUS,TRENTON,NJ,FY2015,0.67,1,1,2,2,2,0,6
CAPITAL HEALTH SYSTEM-FULD CAMPUS,TRENTON,NJ,FY2016,0.54,1,1,2,2,2,0,6
CAPITAL HEALTH SYSTEM-FULD CAMPUS,TRENTON,NJ,FY2017,0.77,1,1,2,2,2,0,6
CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,BAYONNE,NJ,FY2013,1,2,3,2,2,3,0,6
CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,BAYONNE,NJ,FY2014,1.04,2,3,2,2,3,0,6
CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,BAYONNE,NJ,FY2015,0.55,2,3,2,2,3,0,6
CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,BAYONNE,NJ,FY2016,0.94,2,3,2,2,3,0,6
CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,BAYONNE,NJ,FY2017,1.33,2,3,2,2,3,0,6
CAREPOINT HEALTH-CHRIST HOSPITAL,JERSEY CITY,NJ,FY2013,1,2,3,4,4,5,0,6
CAREPOINT HEALTH-CHRIST HOSPITAL,JERSEY CITY,NJ,FY2014,1.37,2,3,4,4,5,0,6
CAREPOINT HEALTH-CHRIST HOSPITAL,JERSEY CITY,NJ,FY2015,1.93,2,3,4,4,5,0,6
CAREPOINT HEALTH-CHRIST HOSPITAL,JERSEY CITY,NJ,FY2016,1.54,2,3,4,4,5,0,6
CAREPOINT HEALTH-CHRIST HOSPITAL,JERSEY CITY,NJ,FY2017,2.32,2,3,4,4,5,0,6
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,HOBOKEN,NJ,FY2013,1,2,3,3,2,2,0,6
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,HOBOKEN,NJ,FY2014,1.18,2,3,3,2,2,0,6
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,HOBOKEN,NJ,FY2015,1.25,2,3,3,2,2,0,6
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,HOBOKEN,NJ,FY2016,0.94,2,3,3,2,2,0,6
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,HOBOKEN,NJ,FY2017,1,2,3,3,2,2,0,6
CENTRASTATE MEDICAL CENTER,FREEHOLD,NJ,FY2013,0.95,2,1,2,1,2,0,6
CENTRASTATE MEDICAL CENTER,FREEHOLD,NJ,FY2014,0.02,2,1,2,1,2,0,6
CENTRASTATE MEDICAL CENTER,FREEHOLD,NJ,FY2015,0.9,2,1,2,1,2,0,6
CENTRASTATE MEDICAL CENTER,FREEHOLD,NJ,FY2016,0.21,2,1,2,1,2,0,6
CENTRASTATE MEDICAL CENTER,FREEHOLD,NJ,FY2017,0.62,2,1,2,1,2,0,6
CHILTON MEDICAL CENTER,POMPTON PLAINS,NJ,FY2013,0.26,1,1,2,2,4,0,6
CHILTON MEDICAL CENTER,POMPTON PLAINS,NJ,FY2014,0.25,1,1,2,2,4,0,6
CHILTON MEDICAL CENTER,POMPTON PLAINS,NJ,FY2015,0.61,1,1,2,2,4,0,6
CHILTON MEDICAL CENTER,POMPTON PLAINS,NJ,FY2016,0.88,1,1,2,2,4,0,6
